source,intel_type,title,description,latitude,longitude,timestamp
Manual Upload,HUMINT,Field Report 341,Ground report from field asset with directional notes.,28.396208,77.106363,2026-01-05T17:27:00Z
Manual Upload,HUMINT,Field Report 342,Ground report from field asset with directional notes.,28.590829,77.067663,2026-01-05T17:47:00Z
Manual Upload,HUMINT,Field Report 343,Ground report from field asset with directional notes.,28.776635,77.020718,2026-01-05T18:07:00Z
Manual Upload,HUMINT,Field Report 344,Ground report from field asset with directional notes.,28.608083,76.961545,2026-01-05T18:27:00Z
Manual Upload,HUMINT,Field Report 345,Ground report from field asset with directional notes.,28.540028,77.376055,2026-01-05T18:47:00Z
Manual Upload,HUMINT,Field Report 346,Ground report from field asset with directional notes.,28.388851,77.027859,2026-01-05T19:07:00Z
Manual Upload,HUMINT,Field Report 347,Ground report from field asset with directional notes.,28.803261,77.351632,2026-01-05T19:27:00Z
Manual Upload,HUMINT,Field Report 348,Ground report from field asset with directional notes.,28.614897,77.438262,2026-01-05T19:47:00Z
Manual Upload,HUMINT,Field Report 349,Ground report from field asset with directional notes.,28.644275,77.435843,2026-01-05T20:07:00Z
Manual Upload,HUMINT,Field Report 350,Ground report from field asset with directional notes.,28.720499,77.030322,2026-01-05T20:27:00Z
Manual Upload,HUMINT,Field Report 351,Ground report from field asset with directional notes.,28.730427,77.175025,2026-01-05T20:47:00Z
Manual Upload,HUMINT,Field Report 352,Ground report from field asset with directional notes.,28.82303,77.104401,2026-01-05T21:07:00Z
Manual Upload,HUMINT,Field Report 353,Ground report from field asset with directional notes.,28.379968,77.425467,2026-01-05T21:27:00Z
Manual Upload,HUMINT,Field Report 354,Ground report from field asset with directional notes.,28.488264,77.29825,2026-01-05T21:47:00Z
Manual Upload,HUMINT,Field Report 355,Ground report from field asset with directional notes.,28.55702,77.158557,2026-01-05T22:07:00Z
Manual Upload,HUMINT,Field Report 356,Ground report from field asset with directional notes.,28.815981,77.405517,2026-01-05T22:27:00Z
Manual Upload,HUMINT,Field Report 357,Ground report from field asset with directional notes.,28.823997,77.257519,2026-01-05T22:47:00Z
Manual Upload,HUMINT,Field Report 358,Ground report from field asset with directional notes.,28.450551,77.176908,2026-01-05T23:07:00Z
Manual Upload,HUMINT,Field Report 359,Ground report from field asset with directional notes.,28.801866,77.36119,2026-01-05T23:27:00Z
Manual Upload,HUMINT,Field Report 360,Ground report from field asset with directional notes.,28.433488,77.34283,2026-01-05T23:47:00Z
Manual Upload,HUMINT,Field Report 361,Ground report from field asset with directional notes.,28.48891,77.167156,2026-01-06T00:07:00Z
Manual Upload,HUMINT,Field Report 362,Ground report from field asset with directional notes.,28.463662,77.111498,2026-01-06T00:27:00Z
Manual Upload,HUMINT,Field Report 363,Ground report from field asset with directional notes.,28.512567,77.422559,2026-01-06T00:47:00Z
Manual Upload,HUMINT,Field Report 364,Ground report from field asset with directional notes.,28.594477,77.050686,2026-01-06T01:07:00Z
Manual Upload,HUMINT,Field Report 365,Ground report from field asset with directional notes.,28.755103,77.375926,2026-01-06T01:27:00Z
Manual Upload,HUMINT,Field Report 366,Ground report from field asset with directional notes.,28.411921,77.222286,2026-01-06T01:47:00Z
Manual Upload,HUMINT,Field Report 367,Ground report from field asset with directional notes.,28.710967,77.210908,2026-01-06T02:07:00Z
Manual Upload,HUMINT,Field Report 368,Ground report from field asset with directional notes.,28.706482,77.137779,2026-01-06T02:27:00Z
Manual Upload,HUMINT,Field Report 369,Ground report from field asset with directional notes.,28.540997,77.192276,2026-01-06T02:47:00Z
Manual Upload,HUMINT,Field Report 370,Ground report from field asset with directional notes.,28.844623,77.189642,2026-01-06T03:07:00Z
Manual Upload,HUMINT,Field Report 371,Ground report from field asset with directional notes.,28.820179,76.972211,2026-01-06T03:27:00Z
Manual Upload,HUMINT,Field Report 372,Ground report from field asset with directional notes.,28.747285,77.003214,2026-01-06T03:47:00Z
Manual Upload,HUMINT,Field Report 373,Ground report from field asset with directional notes.,28.434193,77.412424,2026-01-06T04:07:00Z
Manual Upload,HUMINT,Field Report 374,Ground report from field asset with directional notes.,28.757216,77.249161,2026-01-06T04:27:00Z
Manual Upload,HUMINT,Field Report 375,Ground report from field asset with directional notes.,28.550456,77.269445,2026-01-06T04:47:00Z
Manual Upload,HUMINT,Field Report 376,Ground report from field asset with directional notes.,28.813856,77.397903,2026-01-06T05:07:00Z
Manual Upload,HUMINT,Field Report 377,Ground report from field asset with directional notes.,28.390668,77.381554,2026-01-06T05:27:00Z
Manual Upload,HUMINT,Field Report 378,Ground report from field asset with directional notes.,28.426868,77.29404,2026-01-06T05:47:00Z
Manual Upload,HUMINT,Field Report 379,Ground report from field asset with directional notes.,28.595304,77.340498,2026-01-06T06:07:00Z
Manual Upload,HUMINT,Field Report 380,Ground report from field asset with directional notes.,28.622904,77.378599,2026-01-06T06:27:00Z
Manual Upload,HUMINT,Field Report 381,Ground report from field asset with directional notes.,28.40623,77.094087,2026-01-06T06:47:00Z
Manual Upload,HUMINT,Field Report 382,Ground report from field asset with directional notes.,28.856987,77.012524,2026-01-06T07:07:00Z
Manual Upload,HUMINT,Field Report 383,Ground report from field asset with directional notes.,28.66107,77.36997,2026-01-06T07:27:00Z
Manual Upload,HUMINT,Field Report 384,Ground report from field asset with directional notes.,28.646622,77.304296,2026-01-06T07:47:00Z
Manual Upload,HUMINT,Field Report 385,Ground report from field asset with directional notes.,28.796057,77.019721,2026-01-06T08:07:00Z
Manual Upload,HUMINT,Field Report 386,Ground report from field asset with directional notes.,28.656209,77.21441,2026-01-06T08:27:00Z
Manual Upload,HUMINT,Field Report 387,Ground report from field asset with directional notes.,28.722376,77.309786,2026-01-06T08:47:00Z
Manual Upload,HUMINT,Field Report 388,Ground report from field asset with directional notes.,28.622032,77.240025,2026-01-06T09:07:00Z
Manual Upload,HUMINT,Field Report 389,Ground report from field asset with directional notes.,28.847539,77.027201,2026-01-06T09:27:00Z
Manual Upload,HUMINT,Field Report 390,Ground report from field asset with directional notes.,28.811426,77.278834,2026-01-06T09:47:00Z
Manual Upload,HUMINT,Field Report 391,Ground report from field asset with directional notes.,28.441288,77.27312,2026-01-06T10:07:00Z
Manual Upload,HUMINT,Field Report 392,Ground report from field asset with directional notes.,28.723471,77.427266,2026-01-06T10:27:00Z
Manual Upload,HUMINT,Field Report 393,Ground report from field asset with directional notes.,28.766708,77.270832,2026-01-06T10:47:00Z
Manual Upload,HUMINT,Field Report 394,Ground report from field asset with directional notes.,28.46425,76.992571,2026-01-06T11:07:00Z
Manual Upload,HUMINT,Field Report 395,Ground report from field asset with directional notes.,28.440411,77.39895,2026-01-06T11:27:00Z
Manual Upload,HUMINT,Field Report 396,Ground report from field asset with directional notes.,28.623811,77.082603,2026-01-06T11:47:00Z
Manual Upload,HUMINT,Field Report 397,Ground report from field asset with directional notes.,28.415704,76.971328,2026-01-06T12:07:00Z
Manual Upload,HUMINT,Field Report 398,Ground report from field asset with directional notes.,28.616802,77.154357,2026-01-06T12:27:00Z
Manual Upload,HUMINT,Field Report 399,Ground report from field asset with directional notes.,28.826922,77.108962,2026-01-06T12:47:00Z
Manual Upload,HUMINT,Field Report 400,Ground report from field asset with directional notes.,28.60576,77.051022,2026-01-06T13:07:00Z
Manual Upload,HUMINT,Field Report 401,Ground report from field asset with directional notes.,28.481364,77.382864,2026-01-06T13:27:00Z
Manual Upload,HUMINT,Field Report 402,Ground report from field asset with directional notes.,28.494036,77.26538,2026-01-06T13:47:00Z
Manual Upload,HUMINT,Field Report 403,Ground report from field asset with directional notes.,28.583465,77.28808,2026-01-06T14:07:00Z
Manual Upload,HUMINT,Field Report 404,Ground report from field asset with directional notes.,28.425498,77.032123,2026-01-06T14:27:00Z
Manual Upload,HUMINT,Field Report 405,Ground report from field asset with directional notes.,28.374729,77.029843,2026-01-06T14:47:00Z
Manual Upload,HUMINT,Field Report 406,Ground report from field asset with directional notes.,28.736199,77.079341,2026-01-06T15:07:00Z
Manual Upload,HUMINT,Field Report 407,Ground report from field asset with directional notes.,28.619657,77.308814,2026-01-06T15:27:00Z
Manual Upload,HUMINT,Field Report 408,Ground report from field asset with directional notes.,28.464076,77.199233,2026-01-06T15:47:00Z
Manual Upload,HUMINT,Field Report 409,Ground report from field asset with directional notes.,28.508625,77.00901,2026-01-06T16:07:00Z
Manual Upload,HUMINT,Field Report 410,Ground report from field asset with directional notes.,28.658282,77.14267,2026-01-06T16:27:00Z
Manual Upload,HUMINT,Field Report 411,Ground report from field asset with directional notes.,28.501491,77.15191,2026-01-06T16:47:00Z
Manual Upload,HUMINT,Field Report 412,Ground report from field asset with directional notes.,28.763828,77.190982,2026-01-06T17:07:00Z
Manual Upload,HUMINT,Field Report 413,Ground report from field asset with directional notes.,28.770647,77.033083,2026-01-06T17:27:00Z
Manual Upload,HUMINT,Field Report 414,Ground report from field asset with directional notes.,28.505611,77.019063,2026-01-06T17:47:00Z
Manual Upload,HUMINT,Field Report 415,Ground report from field asset with directional notes.,28.558615,77.249269,2026-01-06T18:07:00Z
Manual Upload,HUMINT,Field Report 416,Ground report from field asset with directional notes.,28.380942,77.284211,2026-01-06T18:27:00Z
Manual Upload,HUMINT,Field Report 417,Ground report from field asset with directional notes.,28.692496,77.18124,2026-01-06T18:47:00Z
Manual Upload,HUMINT,Field Report 418,Ground report from field asset with directional notes.,28.817954,77.136363,2026-01-06T19:07:00Z
Manual Upload,HUMINT,Field Report 419,Ground report from field asset with directional notes.,28.433552,77.400212,2026-01-06T19:27:00Z
Manual Upload,HUMINT,Field Report 420,Ground report from field asset with directional notes.,28.593075,76.96356,2026-01-06T19:47:00Z
Manual Upload,HUMINT,Field Report 421,Ground report from field asset with directional notes.,28.443057,77.209319,2026-01-06T20:07:00Z
Manual Upload,HUMINT,Field Report 422,Ground report from field asset with directional notes.,28.794411,77.06439,2026-01-06T20:27:00Z
Manual Upload,HUMINT,Field Report 423,Ground report from field asset with directional notes.,28.815175,77.221528,2026-01-06T20:47:00Z
Manual Upload,HUMINT,Field Report 424,Ground report from field asset with directional notes.,28.620423,77.046248,2026-01-06T21:07:00Z
Manual Upload,HUMINT,Field Report 425,Ground report from field asset with directional notes.,28.439601,77.286967,2026-01-06T21:27:00Z
Manual Upload,HUMINT,Field Report 426,Ground report from field asset with directional notes.,28.645474,77.188741,2026-01-06T21:47:00Z
Manual Upload,HUMINT,Field Report 427,Ground report from field asset with directional notes.,28.793232,77.02902,2026-01-06T22:07:00Z
Manual Upload,HUMINT,Field Report 428,Ground report from field asset with directional notes.,28.75638,77.288222,2026-01-06T22:27:00Z
Manual Upload,HUMINT,Field Report 429,Ground report from field asset with directional notes.,28.825638,76.993105,2026-01-06T22:47:00Z
Manual Upload,HUMINT,Field Report 430,Ground report from field asset with directional notes.,28.783563,77.200872,2026-01-06T23:07:00Z
Manual Upload,HUMINT,Field Report 431,Ground report from field asset with directional notes.,28.845178,77.261921,2026-01-06T23:27:00Z
Manual Upload,HUMINT,Field Report 432,Ground report from field asset with directional notes.,28.454087,77.31325,2026-01-06T23:47:00Z
Manual Upload,HUMINT,Field Report 433,Ground report from field asset with directional notes.,28.61739,77.288453,2026-01-07T00:07:00Z
Manual Upload,HUMINT,Field Report 434,Ground report from field asset with directional notes.,28.493513,77.307884,2026-01-07T00:27:00Z
Manual Upload,HUMINT,Field Report 435,Ground report from field asset with directional notes.,28.658326,77.249362,2026-01-07T00:47:00Z
Manual Upload,HUMINT,Field Report 436,Ground report from field asset with directional notes.,28.656147,77.373943,2026-01-07T01:07:00Z
Manual Upload,HUMINT,Field Report 437,Ground report from field asset with directional notes.,28.397685,76.973761,2026-01-07T01:27:00Z
Manual Upload,HUMINT,Field Report 438,Ground report from field asset with directional notes.,28.730339,77.074852,2026-01-07T01:47:00Z
Manual Upload,HUMINT,Field Report 439,Ground report from field asset with directional notes.,28.69653,77.208717,2026-01-07T02:07:00Z
Manual Upload,HUMINT,Field Report 440,Ground report from field asset with directional notes.,28.703561,77.12083,2026-01-07T02:27:00Z
Manual Upload,HUMINT,Field Report 441,Ground report from field asset with directional notes.,28.479667,77.344872,2026-01-07T02:47:00Z
Manual Upload,HUMINT,Field Report 442,Ground report from field asset with directional notes.,28.822534,77.356802,2026-01-07T03:07:00Z
Manual Upload,HUMINT,Field Report 443,Ground report from field asset with directional notes.,28.416616,77.399378,2026-01-07T03:27:00Z
Manual Upload,HUMINT,Field Report 444,Ground report from field asset with directional notes.,28.727982,77.151042,2026-01-07T03:47:00Z
Manual Upload,HUMINT,Field Report 445,Ground report from field asset with directional notes.,28.85056,77.420188,2026-01-07T04:07:00Z
Manual Upload,HUMINT,Field Report 446,Ground report from field asset with directional notes.,28.394863,77.084242,2026-01-07T04:27:00Z
Manual Upload,HUMINT,Field Report 447,Ground report from field asset with directional notes.,28.382609,77.333967,2026-01-07T04:47:00Z
Manual Upload,HUMINT,Field Report 448,Ground report from field asset with directional notes.,28.584664,77.146161,2026-01-07T05:07:00Z
Manual Upload,HUMINT,Field Report 449,Ground report from field asset with directional notes.,28.679547,76.97373,2026-01-07T05:27:00Z
Manual Upload,HUMINT,Field Report 450,Ground report from field asset with directional notes.,28.450934,77.012831,2026-01-07T05:47:00Z
Manual Upload,HUMINT,Field Report 451,Ground report from field asset with directional notes.,28.588655,77.025608,2026-01-07T06:07:00Z
Manual Upload,HUMINT,Field Report 452,Ground report from field asset with directional notes.,28.682598,77.237234,2026-01-07T06:27:00Z
Manual Upload,HUMINT,Field Report 453,Ground report from field asset with directional notes.,28.461759,77.204552,2026-01-07T06:47:00Z
Manual Upload,HUMINT,Field Report 454,Ground report from field asset with directional notes.,28.703325,77.071748,2026-01-07T07:07:00Z
Manual Upload,HUMINT,Field Report 455,Ground report from field asset with directional notes.,28.734977,77.176032,2026-01-07T07:27:00Z
Manual Upload,HUMINT,Field Report 456,Ground report from field asset with directional notes.,28.628165,77.354002,2026-01-07T07:47:00Z
Manual Upload,HUMINT,Field Report 457,Ground report from field asset with directional notes.,28.406909,76.971122,2026-01-07T08:07:00Z
Manual Upload,HUMINT,Field Report 458,Ground report from field asset with directional notes.,28.843816,77.007103,2026-01-07T08:27:00Z
Manual Upload,HUMINT,Field Report 459,Ground report from field asset with directional notes.,28.38052,77.029281,2026-01-07T08:47:00Z
Manual Upload,HUMINT,Field Report 460,Ground report from field asset with directional notes.,28.366518,77.346193,2026-01-07T09:07:00Z
Manual Upload,HUMINT,Field Report 461,Ground report from field asset with directional notes.,28.648048,77.391246,2026-01-07T09:27:00Z
Manual Upload,HUMINT,Field Report 462,Ground report from field asset with directional notes.,28.534256,77.300181,2026-01-07T09:47:00Z
Manual Upload,HUMINT,Field Report 463,Ground report from field asset with directional notes.,28.842772,77.323142,2026-01-07T10:07:00Z
Manual Upload,HUMINT,Field Report 464,Ground report from field asset with directional notes.,28.627977,77.054068,2026-01-07T10:27:00Z
Manual Upload,HUMINT,Field Report 465,Ground report from field asset with directional notes.,28.467637,77.372788,2026-01-07T10:47:00Z
Manual Upload,HUMINT,Field Report 466,Ground report from field asset with directional notes.,28.614325,77.137243,2026-01-07T11:07:00Z
Manual Upload,HUMINT,Field Report 467,Ground report from field asset with directional notes.,28.813778,77.385711,2026-01-07T11:27:00Z
Manual Upload,HUMINT,Field Report 468,Ground report from field asset with directional notes.,28.764698,77.178439,2026-01-07T11:47:00Z
Manual Upload,HUMINT,Field Report 469,Ground report from field asset with directional notes.,28.676635,77.395988,2026-01-07T12:07:00Z
Manual Upload,HUMINT,Field Report 470,Ground report from field asset with directional notes.,28.648476,77.022596,2026-01-07T12:27:00Z
Manual Upload,HUMINT,Field Report 471,Ground report from field asset with directional notes.,28.622523,77.009457,2026-01-07T12:47:00Z
Manual Upload,HUMINT,Field Report 472,Ground report from field asset with directional notes.,28.613256,76.98474,2026-01-07T13:07:00Z
Manual Upload,HUMINT,Field Report 473,Ground report from field asset with directional notes.,28.634169,76.970271,2026-01-07T13:27:00Z
Manual Upload,HUMINT,Field Report 474,Ground report from field asset with directional notes.,28.774564,77.103948,2026-01-07T13:47:00Z
Manual Upload,HUMINT,Field Report 475,Ground report from field asset with directional notes.,28.777974,77.154213,2026-01-07T14:07:00Z
Manual Upload,HUMINT,Field Report 476,Ground report from field asset with directional notes.,28.542853,77.395221,2026-01-07T14:27:00Z
Manual Upload,HUMINT,Field Report 477,Ground report from field asset with directional notes.,28.442832,77.103034,2026-01-07T14:47:00Z
Manual Upload,HUMINT,Field Report 478,Ground report from field asset with directional notes.,28.631112,77.079699,2026-01-07T15:07:00Z
Manual Upload,HUMINT,Field Report 479,Ground report from field asset with directional notes.,28.62278,77.264624,2026-01-07T15:27:00Z
Manual Upload,HUMINT,Field Report 480,Ground report from field asset with directional notes.,28.52002,77.268322,2026-01-07T15:47:00Z
Manual Upload,HUMINT,Field Report 481,Ground report from field asset with directional notes.,28.636871,77.404904,2026-01-07T16:07:00Z
Manual Upload,HUMINT,Field Report 482,Ground report from field asset with directional notes.,28.655286,77.427463,2026-01-07T16:27:00Z
Manual Upload,HUMINT,Field Report 483,Ground report from field asset with directional notes.,28.856367,77.285616,2026-01-07T16:47:00Z
Manual Upload,HUMINT,Field Report 484,Ground report from field asset with directional notes.,28.380037,77.169703,2026-01-07T17:07:00Z
Manual Upload,HUMINT,Field Report 485,Ground report from field asset with directional notes.,28.464156,77.403014,2026-01-07T17:27:00Z
Manual Upload,HUMINT,Field Report 486,Ground report from field asset with directional notes.,28.393596,77.061117,2026-01-07T17:47:00Z
Manual Upload,HUMINT,Field Report 487,Ground report from field asset with directional notes.,28.772281,77.123805,2026-01-07T18:07:00Z
Manual Upload,HUMINT,Field Report 488,Ground report from field asset with directional notes.,28.742572,77.41516,2026-01-07T18:27:00Z
Manual Upload,HUMINT,Field Report 489,Ground report from field asset with directional notes.,28.395064,77.205778,2026-01-07T18:47:00Z
Manual Upload,HUMINT,Field Report 490,Ground report from field asset with directional notes.,28.766731,77.240928,2026-01-07T19:07:00Z
Manual Upload,HUMINT,Field Report 491,Ground report from field asset with directional notes.,28.668901,77.376502,2026-01-07T19:27:00Z
Manual Upload,HUMINT,Field Report 492,Ground report from field asset with directional notes.,28.767644,77.131923,2026-01-07T19:47:00Z
Manual Upload,HUMINT,Field Report 493,Ground report from field asset with directional notes.,28.399282,77.16712,2026-01-07T20:07:00Z
Manual Upload,HUMINT,Field Report 494,Ground report from field asset with directional notes.,28.733545,77.423682,2026-01-07T20:27:00Z
Manual Upload,HUMINT,Field Report 495,Ground report from field asset with directional notes.,28.807659,77.198386,2026-01-07T20:47:00Z
Manual Upload,HUMINT,Field Report 496,Ground report from field asset with directional notes.,28.428632,77.320665,2026-01-07T21:07:00Z
Manual Upload,HUMINT,Field Report 497,Ground report from field asset with directional notes.,28.415931,77.207298,2026-01-07T21:27:00Z
Manual Upload,HUMINT,Field Report 498,Ground report from field asset with directional notes.,28.476523,77.134129,2026-01-07T21:47:00Z
Manual Upload,HUMINT,Field Report 499,Ground report from field asset with directional notes.,28.602696,77.349771,2026-01-07T22:07:00Z
Manual Upload,HUMINT,Field Report 500,Ground report from field asset with directional notes.,28.802125,77.072878,2026-01-07T22:27:00Z
Manual Upload,HUMINT,Field Report 501,Ground report from field asset with directional notes.,28.829523,76.972177,2026-01-07T22:47:00Z
Manual Upload,HUMINT,Field Report 502,Ground report from field asset with directional notes.,28.754811,77.057087,2026-01-07T23:07:00Z
Manual Upload,HUMINT,Field Report 503,Ground report from field asset with directional notes.,28.667969,77.148694,2026-01-07T23:27:00Z
Manual Upload,HUMINT,Field Report 504,Ground report from field asset with directional notes.,28.705698,76.968047,2026-01-07T23:47:00Z
Manual Upload,HUMINT,Field Report 505,Ground report from field asset with directional notes.,28.604987,77.152562,2026-01-08T00:07:00Z
Manual Upload,HUMINT,Field Report 506,Ground report from field asset with directional notes.,28.552514,77.021619,2026-01-08T00:27:00Z
Manual Upload,HUMINT,Field Report 507,Ground report from field asset with directional notes.,28.714569,77.233772,2026-01-08T00:47:00Z
Manual Upload,HUMINT,Field Report 508,Ground report from field asset with directional notes.,28.421692,77.017996,2026-01-08T01:07:00Z
Manual Upload,HUMINT,Field Report 509,Ground report from field asset with directional notes.,28.671727,77.410776,2026-01-08T01:27:00Z
Manual Upload,HUMINT,Field Report 510,Ground report from field asset with directional notes.,28.539795,77.130563,2026-01-08T01:47:00Z
Manual Upload,HUMINT,Field Report 511,Ground report from field asset with directional notes.,28.822934,77.078085,2026-01-08T02:07:00Z
Manual Upload,HUMINT,Field Report 512,Ground report from field asset with directional notes.,28.409895,76.964025,2026-01-08T02:27:00Z
Manual Upload,HUMINT,Field Report 513,Ground report from field asset with directional notes.,28.570433,77.335285,2026-01-08T02:47:00Z
Manual Upload,HUMINT,Field Report 514,Ground report from field asset with directional notes.,28.767768,77.227109,2026-01-08T03:07:00Z
Manual Upload,HUMINT,Field Report 515,Ground report from field asset with directional notes.,28.38679,77.359884,2026-01-08T03:27:00Z
Manual Upload,HUMINT,Field Report 516,Ground report from field asset with directional notes.,28.800528,77.083961,2026-01-08T03:47:00Z
Manual Upload,HUMINT,Field Report 517,Ground report from field asset with directional notes.,28.392342,76.987327,2026-01-08T04:07:00Z
Manual Upload,HUMINT,Field Report 518,Ground report from field asset with directional notes.,28.583178,77.100298,2026-01-08T04:27:00Z
Manual Upload,HUMINT,Field Report 519,Ground report from field asset with directional notes.,28.520963,77.260208,2026-01-08T04:47:00Z
Manual Upload,HUMINT,Field Report 520,Ground report from field asset with directional notes.,28.809112,77.458044,2026-01-08T05:07:00Z
Manual Upload,HUMINT,Field Report 521,Ground report from field asset with directional notes.,28.428758,77.157909,2026-01-08T05:27:00Z
Manual Upload,HUMINT,Field Report 522,Ground report from field asset with directional notes.,28.692691,77.287295,2026-01-08T05:47:00Z
Manual Upload,HUMINT,Field Report 523,Ground report from field asset with directional notes.,28.402089,77.428185,2026-01-08T06:07:00Z
Manual Upload,HUMINT,Field Report 524,Ground report from field asset with directional notes.,28.46683,77.311628,2026-01-08T06:27:00Z
Manual Upload,HUMINT,Field Report 525,Ground report from field asset with directional notes.,28.770612,77.40782,2026-01-08T06:47:00Z
Manual Upload,HUMINT,Field Report 526,Ground report from field asset with directional notes.,28.79328,77.180771,2026-01-08T07:07:00Z
Manual Upload,HUMINT,Field Report 527,Ground report from field asset with directional notes.,28.515259,77.142467,2026-01-08T07:27:00Z
Manual Upload,HUMINT,Field Report 528,Ground report from field asset with directional notes.,28.639603,77.393485,2026-01-08T07:47:00Z
Manual Upload,HUMINT,Field Report 529,Ground report from field asset with directional notes.,28.486003,77.405489,2026-01-08T08:07:00Z
Manual Upload,HUMINT,Field Report 530,Ground report from field asset with directional notes.,28.523329,77.22971,2026-01-08T08:27:00Z
Manual Upload,HUMINT,Field Report 531,Ground report from field asset with directional notes.,28.416089,77.132318,2026-01-08T08:47:00Z
Manual Upload,HUMINT,Field Report 532,Ground report from field asset with directional notes.,28.569317,77.434282,2026-01-08T09:07:00Z
Manual Upload,HUMINT,Field Report 533,Ground report from field asset with directional notes.,28.607004,76.998223,2026-01-08T09:27:00Z
Manual Upload,HUMINT,Field Report 534,Ground report from field asset with directional notes.,28.819925,77.379713,2026-01-08T09:47:00Z
Manual Upload,HUMINT,Field Report 535,Ground report from field asset with directional notes.,28.624397,77.11147,2026-01-08T10:07:00Z
Manual Upload,HUMINT,Field Report 536,Ground report from field asset with directional notes.,28.640383,77.020374,2026-01-08T10:27:00Z
Manual Upload,HUMINT,Field Report 537,Ground report from field asset with directional notes.,28.726355,77.35297,2026-01-08T10:47:00Z
Manual Upload,HUMINT,Field Report 538,Ground report from field asset with directional notes.,28.381834,77.076553,2026-01-08T11:07:00Z
Manual Upload,HUMINT,Field Report 539,Ground report from field asset with directional notes.,28.584039,77.341096,2026-01-08T11:27:00Z
Manual Upload,HUMINT,Field Report 540,Ground report from field asset with directional notes.,28.840422,76.969645,2026-01-08T11:47:00Z
Manual Upload,HUMINT,Field Report 541,Ground report from field asset with directional notes.,28.782063,77.094149,2026-01-08T12:07:00Z
Manual Upload,HUMINT,Field Report 542,Ground report from field asset with directional notes.,28.65802,77.109206,2026-01-08T12:27:00Z
Manual Upload,HUMINT,Field Report 543,Ground report from field asset with directional notes.,28.846448,76.98886,2026-01-08T12:47:00Z
Manual Upload,HUMINT,Field Report 544,Ground report from field asset with directional notes.,28.791187,77.150968,2026-01-08T13:07:00Z
Manual Upload,HUMINT,Field Report 545,Ground report from field asset with directional notes.,28.373324,77.150294,2026-01-08T13:27:00Z
Manual Upload,HUMINT,Field Report 546,Ground report from field asset with directional notes.,28.58591,77.071224,2026-01-08T13:47:00Z
Manual Upload,HUMINT,Field Report 547,Ground report from field asset with directional notes.,28.553563,77.288963,2026-01-08T14:07:00Z
Manual Upload,HUMINT,Field Report 548,Ground report from field asset with directional notes.,28.630146,77.289201,2026-01-08T14:27:00Z
Manual Upload,HUMINT,Field Report 549,Ground report from field asset with directional notes.,28.379553,77.340498,2026-01-08T14:47:00Z
Manual Upload,HUMINT,Field Report 550,Ground report from field asset with directional notes.,28.832512,77.414027,2026-01-08T15:07:00Z
Manual Upload,HUMINT,Field Report 551,Ground report from field asset with directional notes.,28.741139,77.127109,2026-01-08T15:27:00Z
Manual Upload,HUMINT,Field Report 552,Ground report from field asset with directional notes.,28.777979,77.090266,2026-01-08T15:47:00Z
Manual Upload,HUMINT,Field Report 553,Ground report from field asset with directional notes.,28.740559,77.067272,2026-01-08T16:07:00Z
Manual Upload,HUMINT,Field Report 554,Ground report from field asset with directional notes.,28.377573,77.321893,2026-01-08T16:27:00Z
Manual Upload,HUMINT,Field Report 555,Ground report from field asset with directional notes.,28.674665,77.391871,2026-01-08T16:47:00Z
Manual Upload,HUMINT,Field Report 556,Ground report from field asset with directional notes.,28.755206,77.423283,2026-01-08T17:07:00Z
Manual Upload,HUMINT,Field Report 557,Ground report from field asset with directional notes.,28.7401,77.362698,2026-01-08T17:27:00Z
Manual Upload,HUMINT,Field Report 558,Ground report from field asset with directional notes.,28.640547,77.435237,2026-01-08T17:47:00Z
Manual Upload,HUMINT,Field Report 559,Ground report from field asset with directional notes.,28.830136,77.102709,2026-01-08T18:07:00Z
Manual Upload,HUMINT,Field Report 560,Ground report from field asset with directional notes.,28.859346,77.226381,2026-01-08T18:27:00Z
Manual Upload,HUMINT,Field Report 561,Ground report from field asset with directional notes.,28.575818,77.31861,2026-01-08T18:47:00Z
Manual Upload,HUMINT,Field Report 562,Ground report from field asset with directional notes.,28.748406,77.08905,2026-01-08T19:07:00Z
Manual Upload,HUMINT,Field Report 563,Ground report from field asset with directional notes.,28.844053,77.192666,2026-01-08T19:27:00Z
Manual Upload,HUMINT,Field Report 564,Ground report from field asset with directional notes.,28.860207,77.078113,2026-01-08T19:47:00Z
Manual Upload,HUMINT,Field Report 565,Ground report from field asset with directional notes.,28.817756,77.09935,2026-01-08T20:07:00Z
Manual Upload,HUMINT,Field Report 566,Ground report from field asset with directional notes.,28.705199,77.096196,2026-01-08T20:27:00Z
Manual Upload,HUMINT,Field Report 567,Ground report from field asset with directional notes.,28.863303,77.34467,2026-01-08T20:47:00Z
Manual Upload,HUMINT,Field Report 568,Ground report from field asset with directional notes.,28.511812,77.244541,2026-01-08T21:07:00Z
Manual Upload,HUMINT,Field Report 569,Ground report from field asset with directional notes.,28.383203,77.096135,2026-01-08T21:27:00Z
Manual Upload,HUMINT,Field Report 570,Ground report from field asset with directional notes.,28.498274,77.084257,2026-01-08T21:47:00Z
Manual Upload,HUMINT,Field Report 571,Ground report from field asset with directional notes.,28.690416,77.344782,2026-01-08T22:07:00Z
Manual Upload,HUMINT,Field Report 572,Ground report from field asset with directional notes.,28.37007,77.112448,2026-01-08T22:27:00Z
